Stars,Bar,Bowl,Box,Can,Cup,Pack,Tray,2014,2015,2016,2017,2018,Five Year Consumption Increase,Spicy,Variety Length
5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.4193548387096775
4.5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,1,0.5698924731182796
5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.4193548387096775
5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.5806451612903226
5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,1,0.4086021505376345
5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.5806451612903226
3.75,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.3548387096774194
3.5,0,0,0,0,0,1,0,0.06893444469475107,0.07570509648688767,0.08699039210594652,0.08675564681724846,0.08573558648111332,1,0,0.5698924731182796
4,0,0,0,0,0,1,0,0.1236765037170534,0.1368134586838199,0.14671513892495455,0.1450205338809035,0.14338966202783301,1,0,0.12903225806451615
4.75,0,0,0,0,0,1,0,0.015769317413831946,0.016575952498762987,0.019735133731498315,0.020790554414784394,0.020377733598409543,1,0,0.19354838709677422
5,0,0,0,0,0,1,0,0.015769317413831946,0.016575952498762987,0.019735133731498315,0.020790554414784394,0.020377733598409543,1,0,0.13978494623655915
5,0,0,0,0,0,1,0,0.015769317413831946,0.016575952498762987,0.019735133731498315,0.020790554414784394,0.020377733598409543,1,0,0.3548387096774194
5,0,0,0,0,0,1,0,0.08064879477359765,0.0900544285007422,0.09919501428200468,0.09573921971252566,0.09468190854870775,1,0,0.4623655913978495
3.5,0,0,0,0,0,1,0,0.005406623113313809,0.006432459178624443,0.007011165930927032,0.008213552361396304,0.007952286282306164,1,0,0.34408602150537637
4.5,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,0,0.29032258064516137
5,0,0,0,0,1,0,0,0.09619283622437486,0.10069272637308263,0.10620618021293171,0.10574948665297741,0.10909542743538768,1,0,0.21505376344086025
4,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,1,0.25806451612903225
3.5,0,0,0,0,0,1,0,0.30232034241946387,0.32632360217714,0.33757465593352376,0.32366529774127306,0.3113817097415507,1,0,0.23655913978494628
3.25,0,1,0,0,0,0,0,0.09619283622437486,0.10069272637308263,0.10620618021293171,0.10574948665297741,0.10909542743538768,1,0,0.6129032258064517
1.5,0,1,0,0,0,0,0,0.015769317413831946,0.016575952498762987,0.019735133731498315,0.020790554414784394,0.020377733598409543,1,0,0.3870967741935484
5,0,1,0,0,0,0,0,0.06893444469475107,0.07570509648688767,0.08699039210594652,0.08675564681724846,0.08573558648111332,1,0,0.4086021505376345
4.5,0,1,0,0,0,0,0,0.1236765037170534,0.1368134586838199,0.14671513892495455,0.1450205338809035,0.14338966202783301,1,0,0.20430107526881722
4,0,1,0,0,0,0,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.4408602150537635
3.25,0,1,0,0,0,0,0,0.11241270556431629,0.11850569025235032,0.12749935081796937,0.12962012320328542,0.1289761431411531,1,0,0.5053763440860216
4,0,0,0,0,0,1,0,0.1236765037170534,0.1368134586838199,0.14671513892495455,0.1450205338809035,0.14338966202783301,1,0,0.18279569892473121
3,0,0,0,0,0,1,0,0.00022527596305474206,0.0002474022761009401,0.00025967281225655674,0.000513347022587269,0.0002485089463220676,1,1,0.4731182795698925
4.25,0,0,0,0,0,1,0,0.003829691371930615,0.004453240969816923,0.004933783432874578,0.004876796714579055,0.004721669980119285,1,0,0.22580645161290322
4.25,0,1,0,0,0,0,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,0,0.21505376344086025
3.5,0,0,0,0,0,1,0,0.00022527596305474206,0.0002474022761009401,0.00025967281225655674,0.000513347022587269,0.0002485089463220676,1,0,0.33333333333333337
5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.3870967741935484
4.75,0,1,0,0,0,0,0,0.1236765037170534,0.1368134586838199,0.14671513892495455,0.1450205338809035,0.14338966202783301,1,0,0.29032258064516137
3.5,0,0,0,0,1,0,0,0.06893444469475107,0.07570509648688767,0.08699039210594652,0.08675564681724846,0.08573558648111332,1,0,0.5376344086021506
3.5,0,0,0,0,1,0,0,0.06893444469475107,0.07570509648688767,0.08699039210594652,0.08675564681724846,0.08573558648111332,1,1,0.3548387096774194
3.5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.4408602150537635
4,0,0,0,0,0,1,0,0.005406623113313809,0.006432459178624443,0.007270838743183588,0.008726899383983572,0.0074552683896620285,1,0,0.4731182795698925
4.75,0,0,0,0,0,1,0,0.00022527596305474206,0.0002474022761009401,0.0005193456245131136,0.000513347022587269,0.0004970178926441351,1,1,0.6129032258064517
4,0,0,0,0,0,1,0,0.06893444469475107,0.07570509648688767,0.08699039210594652,0.08675564681724846,0.08573558648111332,1,1,0.4193548387096775
3.5,0,0,0,0,1,0,0,0.09619283622437486,0.10069272637308263,0.10620618021293171,0.10574948665297741,0.10909542743538768,1,0,0.7204301075268819
3.75,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,1,0.5913978494623656
0.25,0,0,0,0,1,0,0,0.09619283622437486,0.10069272637308263,0.10620618021293171,0.10574948665297741,0.10909542743538768,1,1,0.25806451612903225
2.5,0,1,0,0,0,0,0,0.09619283622437486,0.10069272637308263,0.10620618021293171,0.10574948665297741,0.10909542743538768,1,0,0.33333333333333337
2.75,0,0,0,0,0,1,0,0.00022527596305474206,0.0002474022761009401,0.00025967281225655674,0.000513347022587269,0.0002485089463220676,1,0,0.32258064516129037
3.5,0,0,0,0,0,1,0,0.06893444469475107,0.07570509648688767,0.08699039210594652,0.08675564681724846,0.08573558648111332,1,0,0.3548387096774194
4.75,0,0,0,0,0,1,0,0.1236765037170534,0.1368134586838199,0.14671513892495455,0.1450205338809035,0.14338966202783301,1,0,0.23655913978494628
0,0,0,0,0,0,1,0,0.004054967334985357,0.004453240969816923,0.004674110620618021,0.004620123203285421,0.004473161033797217,1,0,0.25806451612903225
3,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.30107526881720437
3.5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,1,0.33333333333333337
3.5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.34408602150537637
4.25,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,1,0.21505376344086025
4.5,0,0,0,0,1,0,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.03225806451612903
3.5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.3655913978494624
3,0,0,0,0,1,0,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.19354838709677422
4,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.12903225806451615
4.25,0,0,0,0,0,0,1,0.09619283622437486,0.10069272637308263,0.10620618021293171,0.10574948665297741,0.10909542743538768,1,0,0.7956989247311829
3.5,0,0,0,0,1,0,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.4301075268817205
5,0,0,0,0,0,1,0,0.1236765037170534,0.1368134586838199,0.14671513892495455,0.1450205338809035,0.14338966202783301,1,0,0.19354838709677422
4.5,0,0,0,0,0,1,0,0.00022527596305474206,0.0002474022761009401,0.00025967281225655674,0.000513347022587269,0.0002485089463220676,1,1,0.4516129032258065
0,0,0,0,0,0,1,0,0.004054967334985357,0.004453240969816923,0.004674110620618021,0.004620123203285421,0.004473161033797217,1,0,0.26881720430107525
5,0,1,0,0,0,0,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.4946236559139786
4.5,0,0,0,0,0,1,0,0.08064879477359765,0.0900544285007422,0.09919501428200468,0.09573921971252566,0.09468190854870775,1,0,0.5053763440860216
3.25,0,0,0,0,0,1,0,0.015769317413831946,0.016575952498762987,0.019735133731498315,0.020790554414784394,0.020377733598409543,1,1,0.3978494623655915
5,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,1,0.22580645161290322
3.5,0,1,0,0,0,0,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,1,0.5161290322580646
5,0,1,0,0,0,0,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,1,0.3548387096774194
4.25,0,1,0,0,0,0,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,1,0.32258064516129037
5,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,1,0.19354838709677422
4,0,1,0,0,0,0,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,0,0.6666666666666667
5,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,1,0.19354838709677422
3.5,0,1,0,0,0,0,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,0,0.5806451612903226
4.5,0,1,0,0,0,0,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,1,0.32258064516129037
5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.18279569892473121
5,0,1,0,0,0,0,0,0.1236765037170534,0.1368134586838199,0.14671513892495455,0.1450205338809035,0.14338966202783301,1,0,0.22580645161290322
4,0,0,0,0,0,1,0,0.005406623113313809,0.006432459178624443,0.007011165930927032,0.008213552361396304,0.007952286282306164,1,1,0.3763440860215054
3.5,0,1,0,0,0,0,0,0.08064879477359765,0.0900544285007422,0.09919501428200468,0.09573921971252566,0.09468190854870775,1,0,0.26881720430107525
3.5,0,0,0,0,1,0,0,0.09619283622437486,0.10069272637308263,0.10620618021293171,0.10574948665297741,0.10909542743538768,1,0,0.5268817204301076
3.75,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,1,0.23655913978494628
4.5,0,0,0,0,0,1,0,0.1236765037170534,0.1368134586838199,0.14671513892495455,0.1450205338809035,0.14338966202783301,1,0,0.15053763440860216
4,0,0,0,0,0,1,0,0.015769317413831946,0.016575952498762987,0.019735133731498315,0.020790554414784394,0.020377733598409543,1,0,0.12903225806451615
1,0,1,0,0,0,0,0,0.09619283622437486,0.10069272637308263,0.10620618021293171,0.10574948665297741,0.10909542743538768,1,0,0.4193548387096775
4.5,0,1,0,0,0,0,0,0.1236765037170534,0.1368134586838199,0.14671513892495455,0.1450205338809035,0.14338966202783301,1,0,0.15053763440860216
4,0,0,0,0,1,0,0,0.06893444469475107,0.07570509648688767,0.08699039210594652,0.08675564681724846,0.08573558648111332,1,0,0.27956989247311825
3.5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.18279569892473121
3.25,0,0,0,0,0,1,0,0.00022527596305474206,0.0002474022761009401,0.00025967281225655674,0.000513347022587269,0.0002485089463220676,1,0,0.26881720430107525
4.25,0,0,0,0,0,1,0,0.015769317413831946,0.016575952498762987,0.019735133731498315,0.020790554414784394,0.020377733598409543,1,0,0.4731182795698925
4,0,0,0,0,0,1,0,0.005406623113313809,0.006432459178624443,0.007270838743183588,0.008726899383983572,0.0074552683896620285,1,1,0.5053763440860216
5,0,1,0,0,0,0,0,0.08064879477359765,0.0900544285007422,0.09919501428200468,0.09573921971252566,0.09468190854870775,1,1,0.4193548387096775
3.5,0,1,0,0,0,0,0,0.09619283622437486,0.10069272637308263,0.10620618021293171,0.10574948665297741,0.10909542743538768,1,0,0.26881720430107525
4.75,0,0,0,0,0,1,0,0.1236765037170534,0.1368134586838199,0.14671513892495455,0.1450205338809035,0.14338966202783301,1,0,0.07526881720430109
5,0,0,0,0,0,1,0,0.015769317413831946,0.016575952498762987,0.019735133731498315,0.020790554414784394,0.020377733598409543,1,1,0.17204301075268819
5,0,0,0,0,1,0,0,0.30232034241946387,0.32632360217714,0.33757465593352376,0.32366529774127306,0.3113817097415507,1,0,0.27956989247311825
5,0,0,0,0,0,1,0,0.06893444469475107,0.07570509648688767,0.08699039210594652,0.08675564681724846,0.08573558648111332,1,1,0.4946236559139786
3,0,0,0,0,1,0,0,0.004054967334985357,0.004453240969816923,0.004674110620618021,0.004620123203285421,0.004473161033797217,1,1,0.32258064516129037
3.5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.19354838709677422
4.25,0,1,0,0,0,0,0,0.1236765037170534,0.1368134586838199,0.14671513892495455,0.1450205338809035,0.14338966202783301,1,0,0.15053763440860216
3.5,0,0,0,0,0,1,0,0.00022527596305474206,0.0002474022761009401,0.00025967281225655674,0.000513347022587269,0.0002485089463220676,1,0,0.17204301075268819
5,0,0,0,0,0,1,0,0.015769317413831946,0.016575952498762987,0.019735133731498315,0.020790554414784394,0.020377733598409543,1,0,0.4838709677419355
4.5,0,0,0,0,0,1,0,0.009011038522189683,0.011133102424542305,0.014541677486367179,0.0148870636550308,0.01466202783300199,1,1,0.4408602150537635
4.5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.4408602150537635
2.5,0,1,0,0,0,0,0,0.09619283622437486,0.10069272637308263,0.10620618021293171,0.10574948665297741,0.10909542743538768,1,0,0.6451612903225807
4.25,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,0,0.17204301075268819
4.5,0,1,0,0,0,0,0,0.1236765037170534,0.1368134586838199,0.14671513892495455,0.1450205338809035,0.14338966202783301,1,0,0.25806451612903225
4.25,0,0,0,0,1,0,0,0.06893444469475107,0.07570509648688767,0.08699039210594652,0.08675564681724846,0.08573558648111332,1,1,0.3763440860215054
3.75,0,0,0,0,1,0,0,0.30232034241946387,0.32632360217714,0.33757465593352376,0.32366529774127306,0.3113817097415507,1,0,0.19354838709677422
5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.19354838709677422
4,0,1,0,0,0,0,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,1,0.25806451612903225
4.25,0,0,0,0,0,1,0,0.002703311556656905,0.0029688273132112814,0.003116073747078681,0.003080082135523614,0.002982107355864811,1,1,0.12903225806451615
3.75,0,0,0,0,0,1,0,0.003829691371930615,0.004453240969816923,0.004933783432874578,0.004876796714579055,0.004721669980119285,1,0,0.26881720430107525
3.25,0,0,0,0,1,0,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.21505376344086025
5,0,0,0,0,0,1,0,0.005406623113313809,0.006432459178624443,0.007011165930927032,0.008213552361396304,0.007952286282306164,1,1,0.4516129032258065
4.5,0,0,0,0,0,1,0,0.015769317413831946,0.016575952498762987,0.019735133731498315,0.020790554414784394,0.020377733598409543,1,0,0.23655913978494628
2.75,0,0,0,0,1,0,0,0.015769317413831946,0.016575952498762987,0.019735133731498315,0.020790554414784394,0.020377733598409543,1,0,0.6344086021505377
3.25,0,1,0,0,0,0,0,0.1236765037170534,0.1368134586838199,0.14671513892495455,0.1450205338809035,0.14338966202783301,1,0,0.0967741935483871
5,0,1,0,0,0,0,0,0.015769317413831946,0.016575952498762987,0.019735133731498315,0.020790554414784394,0.020377733598409543,1,0,0.08602150537634409
3,0,1,0,0,0,0,0,0.11241270556431629,0.11850569025235032,0.12749935081796937,0.12962012320328542,0.1289761431411531,1,0,0.13978494623655915
3.25,0,0,0,0,0,1,0,0.015769317413831946,0.016575952498762987,0.019735133731498315,0.020790554414784394,0.020377733598409543,1,0,0.32258064516129037
3.5,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0.22580645161290322
3.75,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,0,0.4623655913978495
4.5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.3548387096774194
4.25,0,0,0,0,0,1,0,0.30232034241946387,0.32632360217714,0.33757465593352376,0.32366529774127306,0.3113817097415507,1,0,0.19354838709677422
5,0,0,0,0,1,0,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.18279569892473121
2.5,0,1,0,0,0,0,0,0.06893444469475107,0.07570509648688767,0.08699039210594652,0.08675564681724846,0.08573558648111332,1,0,0.3548387096774194
2.5,0,0,0,0,1,0,0,0.11241270556431629,0.11850569025235032,0.12749935081796937,0.12962012320328542,0.1289761431411531,1,0,0.24731182795698928
4,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,1,0.33333333333333337
3.5,0,0,0,0,0,1,0,0.009011038522189683,0.011133102424542305,0.014541677486367179,0.0148870636550308,0.01466202783300199,1,0,0.34408602150537637
3.75,0,0,0,0,0,1,0,0.06893444469475107,0.07570509648688767,0.08699039210594652,0.08675564681724846,0.08573558648111332,1,0,0.33333333333333337
3.75,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,1,0.20430107526881722
5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.3870967741935484
4.5,0,0,0,0,0,1,0,0.1236765037170534,0.1368134586838199,0.14671513892495455,0.1450205338809035,0.14338966202783301,1,0,0.16129032258064518
4,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,1,0.21505376344086025
5,0,0,0,0,0,1,0,0.015769317413831946,0.016575952498762987,0.019735133731498315,0.020790554414784394,0.020377733598409543,1,0,0.4838709677419355
4,0,0,0,0,0,1,0,0.00022527596305474206,0.0002474022761009401,0.0005193456245131136,0.000513347022587269,0.0004970178926441351,1,0,0.3763440860215054
4,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.26881720430107525
3.5,0,1,0,0,0,0,0,0.004054967334985357,0.004453240969816923,0.004674110620618021,0.004620123203285421,0.004473161033797217,1,1,0.30107526881720437
4.75,0,0,0,0,1,0,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,1,0.34408602150537637
4.5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.4838709677419355
3.75,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,1,0.18279569892473121
3.5,0,0,0,0,1,0,0,0.06893444469475107,0.07570509648688767,0.08699039210594652,0.08675564681724846,0.08573558648111332,1,1,0.18279569892473121
2.75,0,0,0,0,1,0,0,0.1236765037170534,0.1368134586838199,0.14671513892495455,0.1450205338809035,0.14338966202783301,1,0,0.11827956989247312
4.25,0,0,0,0,0,1,0,0.1236765037170534,0.1368134586838199,0.14671513892495455,0.1450205338809035,0.14338966202783301,1,0,0.17204301075268819
4,0,0,0,0,0,1,0,0.015769317413831946,0.016575952498762987,0.019735133731498315,0.020790554414784394,0.020377733598409543,1,0,0.3655913978494624
3.5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.30107526881720437
4,0,0,0,0,1,0,0,0.09619283622437486,0.10069272637308263,0.10620618021293171,0.10574948665297741,0.10909542743538768,1,0,0.6881720430107527
5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.27956989247311825
5,0,0,0,0,1,0,0,0.06893444469475107,0.07570509648688767,0.08699039210594652,0.08675564681724846,0.08573558648111332,1,1,0.24731182795698928
5,0,0,0,0,1,0,0,0.06893444469475107,0.07570509648688767,0.08699039210594652,0.08675564681724846,0.08573558648111332,1,1,0.23655913978494628
4.75,0,0,0,0,0,1,0,0.06893444469475107,0.07570509648688767,0.08699039210594652,0.08675564681724846,0.08573558648111332,1,0,0.5376344086021506
5,0,0,0,0,1,0,0,0.009011038522189683,0.011133102424542305,0.014541677486367179,0.0148870636550308,0.01466202783300199,1,0,0.3548387096774194
3.25,0,0,0,0,0,1,0,0.005406623113313809,0.006432459178624443,0.007270838743183588,0.008726899383983572,0.0074552683896620285,1,0,0.4623655913978495
3.5,0,0,0,0,1,0,0,0.06893444469475107,0.07570509648688767,0.08699039210594652,0.08675564681724846,0.08573558648111332,1,0,0.3763440860215054
4,0,1,0,0,0,0,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,1,0.5053763440860216
5,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,1,0.4731182795698925
3.75,0,1,0,0,0,0,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,0,0.3655913978494624
3.75,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,0,0.25806451612903225
3.5,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,0,0.29032258064516137
4,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,0,0.22580645161290322
4.5,0,1,0,0,0,0,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,0,0.3763440860215054
5,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,0,0.6236559139784947
4,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,1,0.5053763440860216
3.75,0,1,0,0,0,0,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,0,0.3655913978494624
4.5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.3978494623655915
3.5,0,1,0,0,0,0,0,0.015769317413831946,0.016575952498762987,0.019735133731498315,0.020790554414784394,0.020377733598409543,1,0,0.5268817204301076
5,0,0,0,0,0,1,0,0.09619283622437486,0.10069272637308263,0.10620618021293171,0.10574948665297741,0.10909542743538768,1,1,0.4731182795698925
5,0,0,0,0,0,1,0,0.08064879477359765,0.0900544285007422,0.09919501428200468,0.09573921971252566,0.09468190854870775,1,0,0.31182795698924737
4.25,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.26881720430107525
4.5,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,0,0.15053763440860216
3.5,0,0,0,0,1,0,0,0.08064879477359765,0.0900544285007422,0.09919501428200468,0.09573921971252566,0.09468190854870775,1,1,0.3763440860215054
3.5,0,0,0,0,0,1,0,0.015769317413831946,0.016575952498762987,0.019735133731498315,0.020790554414784394,0.020377733598409543,1,0,0.4193548387096775
3.25,0,0,0,0,1,0,0,0.004054967334985357,0.004453240969816923,0.004674110620618021,0.004620123203285421,0.004473161033797217,1,1,0.31182795698924737
5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.4408602150537635
3.75,0,0,0,0,0,1,0,0.30232034241946387,0.32632360217714,0.33757465593352376,0.32366529774127306,0.3113817097415507,1,0,0.31182795698924737
1.25,0,0,0,0,1,0,0,0.11241270556431629,0.11850569025235032,0.12749935081796937,0.12962012320328542,0.1289761431411531,1,0,0.4731182795698925
3.5,0,0,0,0,1,0,0,0.06893444469475107,0.07570509648688767,0.08699039210594652,0.08675564681724846,0.08573558648111332,1,0,0.34408602150537637
5,0,0,0,0,0,1,0,0.015769317413831946,0.016575952498762987,0.019735133731498315,0.020790554414784394,0.020377733598409543,1,0,0.5806451612903226
3,0,0,0,0,1,0,0,0.11241270556431629,0.11850569025235032,0.12749935081796937,0.12962012320328542,0.1289761431411531,1,0,0.32258064516129037
1.5,0,0,0,0,0,1,0,0.11241270556431629,0.11850569025235032,0.12749935081796937,0.12962012320328542,0.1289761431411531,1,0,0.29032258064516137
2,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.27956989247311825
4,0,0,0,0,0,1,0,0.11241270556431629,0.11850569025235032,0.12749935081796937,0.12962012320328542,0.1289761431411531,1,0,0.33333333333333337
5,0,0,0,0,0,1,0,0.06893444469475107,0.07570509648688767,0.08699039210594652,0.08675564681724846,0.08573558648111332,1,0,0.4731182795698925
3.75,0,0,0,0,1,0,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,0,0.4516129032258065
3,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,0,0.25806451612903225
2.75,0,0,0,0,0,1,0,0.11241270556431629,0.11850569025235032,0.12749935081796937,0.12962012320328542,0.1289761431411531,1,0,0.23655913978494628
5,0,1,0,0,0,0,0,0.08064879477359765,0.0900544285007422,0.09919501428200468,0.09573921971252566,0.09468190854870775,1,0,0.27956989247311825
2.75,0,0,0,0,0,1,0,0.003153863482766389,0.0037110341415141014,0.004154764996104908,0.004620123203285421,0.004473161033797217,1,0,0.4408602150537635
3.5,0,0,0,0,1,0,0,0.06893444469475107,0.07570509648688767,0.08699039210594652,0.08675564681724846,0.08573558648111332,1,0,0.4408602150537635
3,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,0,0.3978494623655915
5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,1,0.4623655913978495
5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.4301075268817205
5,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.4301075268817205
3.75,0,0,0,0,0,1,0,0.029961703086280697,0.03364670954972786,0.03583484809140483,0.033367556468172486,0.033797216699801194,1,0,0.30107526881720437
4.25,0,0,0,0,0,1,0,0.08064879477359765,0.0900544285007422,0.09919501428200468,0.09573921971252566,0.09468190854870775,1,0,0.4731182795698925
4.25,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,0.9999999999999999,0,0,0.3870967741935484
4.25,0,0,0,0,0,1,0,0.015769317413831946,0.016575952498762987,0.019735133731498315,0.020790554414784394,0.020377733598409543,1,0,0.33333333333333337
2.75,0,0,0,0,1,0,0,0.004054967334985357,0.004453240969816923,0.004674110620618021,0.004620123203285421,0.004473161033797217,1,0,0.4408602150537635
4,0,0,0,0,0,0,1,0.11241270556431629,0.11850569025235032,0.12749935081796937,0.12962012320328542,0.1289761431411531,1,0,0.23655913978494628
